answer_relevance,candidate_messages_sha256,candidate_output_sha256,chunk_size_tokens,coverage_reused,coverage_score_status,eval_id,evaluation_set_id,evaluation_set_version,evidence_fact_recall_at_k,faithfulness,forbidden_point_violations,generation_latency_ms,metadata_filter_leakage,model_id,model_revision,platform,question_to_response_ms,ragas_reused,ragas_score_status,random_seed,required_point_coverage,reranking,retrieval_latency_ms,retrieved_chunk_ids,run_item_id,top_k,variant_id
0.0,8a903f12df693f40aa50f9109195e6cd02b51bc86e6e5fd7ef49a58383a8be30,8673d0b54b70c8a09dbda8d321c4165275ea758914ad8fa38bea50e7e0f82802,1024,False,parsed,W03-EXP-SENPAI-001,w05_senpai_from_w03_expanded,1.0.0,1.0,1.0,0,2375.482,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,2811.35,False,complete,42,1.0,cross_encoder,433.332,"[""INGEN-OFFICIAL-SENPAI-20260804::SENPAI-EXP-0001::child-001""]",W05::chunk-1024_topk-1_rerank-ce::W03-EXP-SENPAI-001,1,chunk-1024_topk-1_rerank-ce
0.670964825212831,15395cf8559af29dbfb5933eecd9ad65e3d34b24654ad1dcd500824293523abb,394bb06bfee188eb8b11802ef0a636f2850d17fe89027b9b393a25ea293d5265,1024,False,parsed,W03-EXP-SENPAI-002,w05_senpai_from_w03_expanded,1.0.0,0.5,0.8333333333333334,0,5891.475,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,6338.897,False,complete,42,0.4,cross_encoder,443.631,"[""INGEN-OFFICIAL-SENPAI-20260804::SENPAI-EXP-0002::child-001""]",W05::chunk-1024_topk-1_rerank-ce::W03-EXP-SENPAI-002,1,chunk-1024_topk-1_rerank-ce
0.9287563855622488,24a020f21e490fc452ef7048a2d5503fdcde1715ece2de0981de4e631b479c60,cc04f4b4b2715af40495674f6f9b21e264e016378d8edd9b84a86bb9260d0612,1024,False,parsed,W03-EXP-SENPAI-003,w05_senpai_from_w03_expanded,1.0.0,1.0,1.0,0,2219.034,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,2631.403,False,complete,42,0.75,cross_encoder,409.082,"[""INGEN-OFFICIAL-SENPAI-20260804::SENPAI-EXP-0003::child-001""]",W05::chunk-1024_topk-1_rerank-ce::W03-EXP-SENPAI-003,1,chunk-1024_topk-1_rerank-ce
0.8680726624114742,332d545996c7b38a342d0fb20dc836bbda332b033577795fd7f353bd19056a7e,5ea0c11d058602b989984b1cc73f80d518f9204fc116c9907175e0b507b17e1c,1024,False,parsed,W03-EXP-SENPAI-004,w05_senpai_from_w03_expanded,1.0.0,0.5,1.0,0,2229.815,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,2640.236,False,complete,42,1.0,cross_encoder,407.723,"[""INGEN-OFFICIAL-SENPAI-20260804::SENPAI-EXP-0017::child-001""]",W05::chunk-1024_topk-1_rerank-ce::W03-EXP-SENPAI-004,1,chunk-1024_topk-1_rerank-ce
0.0,468e3a140ee9b082db733e108c574fcb9bdfaa3aa764a46cb7c48cd55ad9cb6e,56abfbe8761457e112ac2143297732c3eb3417b196d236baae1f4fc9e0e95995,1024,False,parsed,W03-EXP-SENPAI-005,w05_senpai_from_w03_expanded,1.0.0,0.5,0.7142857142857143,0,2453.01,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,2837.379,False,complete,42,0.8,cross_encoder,381.508,"[""INGEN-OFFICIAL-SENPAI-20260804::SENPAI-EXP-0006::child-001""]",W05::chunk-1024_topk-1_rerank-ce::W03-EXP-SENPAI-005,1,chunk-1024_topk-1_rerank-ce
0.6417997682762698,2e0924848adc5a07828e67938a6a272d72b939b26d1c9c5c7639bc67defefa10,6f59f36ba16c86818a1d6f4db245db98a6a7d52bb432e53b5f4d2a80d51fd3ab,1024,False,parsed,W03-EXP-SENPAI-006,w05_senpai_from_w03_expanded,1.0.0,0.5,0.42857142857142855,0,6266.008,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,6678.075,False,complete,42,1.0,cross_encoder,408.921,"[""INGEN-OFFICIAL-SENPAI-20260804::SENPAI-EXP-0045::child-001""]",W05::chunk-1024_topk-1_rerank-ce::W03-EXP-SENPAI-006,1,chunk-1024_topk-1_rerank-ce
0.7744184293706335,e8f8b20ce685c5eed5713b4d0e724a1d8f1028779082cd6aa43d3c0488228d49,cad3e25fcbdf254ca07a04fbf119c73a5465e278bb78f8219ce70de87ba1fa35,1024,False,parsed,W03-EXP-SENPAI-007,w05_senpai_from_w03_expanded,1.0.0,1.0,1.0,0,1061.766,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,1485.018,False,complete,42,1.0,cross_encoder,420.324,"[""INGEN-OFFICIAL-SENPAI-20260804::SENPAI-EXP-0035::child-001""]",W05::chunk-1024_topk-1_rerank-ce::W03-EXP-SENPAI-007,1,chunk-1024_topk-1_rerank-ce
0.5353222925748553,59b0e282c553058f55d23d99eb71f64fa1f7f2311aa6d32f9d3ee113d9388b2f,eb3648140615a78afa73d560c32eb1334b492a198662a149fbbac196c6587864,1024,False,parsed,W03-EXP-SENPAI-008,w05_senpai_from_w03_expanded,1.0.0,0.333333,1.0,0,6552.764,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,6947.348,False,complete,42,1.0,cross_encoder,391.819,"[""INGEN-OFFICIAL-SENPAI-20260804::SENPAI-EXP-0042::child-001""]",W05::chunk-1024_topk-1_rerank-ce::W03-EXP-SENPAI-008,1,chunk-1024_topk-1_rerank-ce
0.7168437854028668,280111a7c449230a621678262b6f74e46b22dbbdf324dd59e708ed3d3150f8eb,f23831944a92eb7b4631cd292c68a0932d3162248a119bfa516bf2e673af5dfc,1024,False,parsed,W03-EXP-SENPAI-009,w05_senpai_from_w03_expanded,1.0.0,1.0,1.0,0,4097.876,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,4478.125,False,complete,42,1.0,cross_encoder,377.727,"[""INGEN-OFFICIAL-SENPAI-20260804::SENPAI-EXP-0037::child-001""]",W05::chunk-1024_topk-1_rerank-ce::W03-EXP-SENPAI-009,1,chunk-1024_topk-1_rerank-ce
0.0,dccf9a9febf1210fce5c2bbbc1e4bfa8de31d1f26f68411bf643c19cf6b82c7b,b1566469811a639441c803823707d37869243aee262bf7342e18f7d764752bce,1024,False,parsed,W03-EXP-SENPAI-010,w05_senpai_from_w03_expanded,1.0.0,0.5,1.0,0,2909.254,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,3263.164,False,complete,42,0.833333,cross_encoder,351.041,"[""INGEN-OFFICIAL-SENPAI-20260804::SENPAI-EXP-0038::child-001""]",W05::chunk-1024_topk-1_rerank-ce::W03-EXP-SENPAI-010,1,chunk-1024_topk-1_rerank-ce
0.0,a3f60ee81b5d12881016f4d7d2972e5abcb47e4c2af0792b58d6d8b7c786c3ff,bc089e94877939b251edf15a0f42902654f108b7bbb12a48880afdbbccfa635c,1024,False,parsed,W03-EXP-SENPAI-011,w05_senpai_from_w03_expanded,1.0.0,1.0,0.5,0,2390.801,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,2789.179,False,complete,42,0.7,cross_encoder,396.027,"[""INGEN-OFFICIAL-SENPAI-20260804::SENPAI-EXP-0039::child-001""]",W05::chunk-1024_topk-1_rerank-ce::W03-EXP-SENPAI-011,1,chunk-1024_topk-1_rerank-ce
0.0,12d353378f8e2213ecc7f5070c0c1937ca7e2cf4cc54a1356c9470c7bbf98489,2b97aeccdf327605c468909508829ec8dd4a807a5d1922aeb5598c9e3f1f7434,1024,False,parsed,W03-EXP-SENPAI-012,w05_senpai_from_w03_expanded,1.0.0,0.333333,,0,341.596,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,742.131,False,metric_failure_retained,42,0.857143,cross_encoder,398.163,"[""INGEN-OFFICIAL-SENPAI-20260804::SENPAI-EXP-0111::child-001""]",W05::chunk-1024_topk-1_rerank-ce::W03-EXP-SENPAI-012,1,chunk-1024_topk-1_rerank-ce
0.0,e2ddedf0ddf4a372fa00bc4b8e53d6adef80a5e03860fe57f18f50df6d3f5675,d3e90304bb6b59eb63ddd5f053951481c27ff876bd2bea1063fa2700b9909bfa,1024,False,parsed,W03-EXP-SENPAI-013,w05_senpai_from_w03_expanded,1.0.0,0.0,1.0,0,3594.506,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,4006.053,False,complete,42,0.428571,cross_encoder,408.343,"[""INGEN-OFFICIAL-SENPAI-20260804::SENPAI-EXP-0157::child-001""]",W05::chunk-1024_topk-1_rerank-ce::W03-EXP-SENPAI-013,1,chunk-1024_topk-1_rerank-ce
