answer_relevance,candidate_messages_sha256,candidate_output_sha256,chunk_size_tokens,coverage_reused,coverage_score_status,eval_id,evaluation_set_id,evaluation_set_version,evidence_fact_recall_at_k,faithfulness,forbidden_point_violations,generation_latency_ms,metadata_filter_leakage,model_id,model_revision,platform,question_to_response_ms,ragas_reused,ragas_score_status,random_seed,required_point_coverage,reranking,retrieval_latency_ms,retrieved_chunk_ids,run_item_id,top_k,variant_id
0.0,10870249434f86921383d0e4cc29f2c7e039bdfe6fa09554323f7600532bac51,a0bc5280e59ab4fa6e486a82f8c686a2ae19d5bce6a894e84825a20369aed7f6,1024,False,parsed,W03-LONG-SENPAI-001,w05_senpai_long_source_from_w03,1.1.0,0.5,0.75,0,2917.29,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,4949.164,False,complete,42,1.0,cross_encoder,2028.01,"[""PUB-SENPAI-20260812::PUB-SENPAI-20260812::section-001::child-001""]",W05::chunk-1024_topk-1_rerank-ce::W03-LONG-SENPAI-001,1,chunk-1024_topk-1_rerank-ce
0.9391647259719104,7e937a16f9ca16de8835e58bf85a55b1d923ad076b46c39e46ac02a9ac97dcc1,25f7e7928a57d7add860d1ab904778ff3713ae853e2d139a081299a56c7f27ee,1024,False,parsed,W03-LONG-SENPAI-002,w05_senpai_long_source_from_w03,1.1.0,1.0,1.0,0,3934.683,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,6004.401,False,complete,42,1.0,cross_encoder,2065.569,"[""PUB-SENPAI-20260812::PUB-SENPAI-20260812::section-001::child-002""]",W05::chunk-1024_topk-1_rerank-ce::W03-LONG-SENPAI-002,1,chunk-1024_topk-1_rerank-ce
0.0,2bef210b88f38bd77acf63881eb36f4bd7e27720b4490e563173482f1550883a,26fdea150afefa879bb65f0a5070fd67327e84eb7ec6f68a648f823946555535,1024,False,parsed,W03-LONG-SENPAI-003,w05_senpai_long_source_from_w03,1.1.0,0.5,0.6666666666666666,0,5662.845,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,7728.773,False,complete,42,0.5,cross_encoder,2062.37,"[""PUB-SENPAI-20260812::PUB-SENPAI-20260812::section-001::child-002""]",W05::chunk-1024_topk-1_rerank-ce::W03-LONG-SENPAI-003,1,chunk-1024_topk-1_rerank-ce
0.9153661258480289,ee872bdf4d65de4baa270bafdc81dea63f8fa0c2fbfc1dde80588102d29129ec,9389b73cb48edd53236bc0275127cfa4db6df61ebda3bd10add371460224416f,1024,False,parsed,W03-LONG-SENPAI-004,w05_senpai_long_source_from_w03,1.1.0,0.5,1.0,0,11774.938,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,13810.423,False,complete,42,1.0,cross_encoder,2032.225,"[""PUB-SENPAI-20260812::PUB-SENPAI-20260812::section-001::child-010""]",W05::chunk-1024_topk-1_rerank-ce::W03-LONG-SENPAI-004,1,chunk-1024_topk-1_rerank-ce
0.8229990703934896,d4e7cee765eed385be06366839dd0e72d177c75acb78de4ac8278973cfad4fc5,bc7c2811282b4ace2b4b78affa57b6c73cc5500742f78d1807a5c507a190255e,1024,False,parsed,W03-LONG-SENPAI-005,w05_senpai_long_source_from_w03,1.1.0,1.0,1.0,0,7649.941,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,9660.903,False,complete,42,1.0,cross_encoder,2006.82,"[""PUB-SENPAI-20260812::PUB-SENPAI-20260812::section-001::child-003""]",W05::chunk-1024_topk-1_rerank-ce::W03-LONG-SENPAI-005,1,chunk-1024_topk-1_rerank-ce
0.40775313518066253,cddf4fde0fb62028308b6e86b06570db3724ee5fc672a36c24079c0aff3d91ba,48eb71e691cb1cc5da237048f70d74cbda8ac87b7d20be7eb67d78559996ee32,1024,False,parsed,W03-LONG-SENPAI-006,w05_senpai_long_source_from_w03,1.1.0,1.0,0.8,0,8770.832,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,10780.582,False,complete,42,1.0,cross_encoder,2005.376,"[""PUB-SENPAI-20260812::PUB-SENPAI-20260812::section-001::child-004""]",W05::chunk-1024_topk-1_rerank-ce::W03-LONG-SENPAI-006,1,chunk-1024_topk-1_rerank-ce
0.9887068304276826,16b014ddd35589f70c7e8aa20c51a79f2b91562319ec608415c1dd1c2d6459c1,d5f99e58750887e628b6c6cc56d3bdd6832c2192ac3e8181d473e370ec4ce3cb,1024,False,parsed,W03-LONG-SENPAI-007,w05_senpai_long_source_from_w03,1.1.0,1.0,1.0,0,5316.125,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,7347.765,False,complete,42,1.0,cross_encoder,2027.91,"[""PUB-SENPAI-20260812::PUB-SENPAI-20260812::section-001::child-004""]",W05::chunk-1024_topk-1_rerank-ce::W03-LONG-SENPAI-007,1,chunk-1024_topk-1_rerank-ce
0.0,90b4f8a897a1733e461895e29104ee46f5401b21b300d36fa670b9b8152f65e4,26b77174c82d5d75a5bd735ef1a184508b0e5b32df4fbf3378428293f106155c,1024,False,parsed,W03-LONG-SENPAI-008,w05_senpai_long_source_from_w03,1.1.0,1.0,0.5,0,6336.205,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,8391.276,False,complete,42,1.0,cross_encoder,2051.382,"[""PUB-SENPAI-20260812::PUB-SENPAI-20260812::section-001::child-004""]",W05::chunk-1024_topk-1_rerank-ce::W03-LONG-SENPAI-008,1,chunk-1024_topk-1_rerank-ce
0.7399049619420027,88fa7cb340535e9618f2a2d4c69b05e2b708013e316b556d1d7967ec01595d73,3c8ada1adf722bc5b4ddb17058d44b165147677f0fcb0a622e398c67c63aa1ef,1024,False,parsed,W03-LONG-SENPAI-009,w05_senpai_long_source_from_w03,1.1.0,1.0,1.0,0,5228.153,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,7286.395,False,complete,42,1.0,cross_encoder,2054.327,"[""PUB-SENPAI-20260812::PUB-SENPAI-20260812::section-001::child-005""]",W05::chunk-1024_topk-1_rerank-ce::W03-LONG-SENPAI-009,1,chunk-1024_topk-1_rerank-ce
0.8434805702307108,a5ebf15995c2a2dc46796c4f33866121f9fe595848d57092b07c494dbcbc3e9a,3119b02cb49af490609d22b55ea63207f90ee22784c2a260a9a48b079765adf9,1024,False,parsed,W03-LONG-SENPAI-010,w05_senpai_long_source_from_w03,1.1.0,0.0,0.25,0,8255.648,0,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,Senpai,10301.028,False,complete,42,1.0,cross_encoder,2041.943,"[""PUB-SENPAI-20260812::PUB-SENPAI-20260812::section-001::child-005""]",W05::chunk-1024_topk-1_rerank-ce::W03-LONG-SENPAI-010,1,chunk-1024_topk-1_rerank-ce
